0.17066026,0.30861997,2.3024039
0.41706815,-1.8834791,-0.11982961
0.31045621,-9.64E-02,1.0936118
-0.10170369,-2.68E-02,2.3562593
0.54259194,-0.51747784,0.8984401
-0.32972213,-0.30039123,2.0650746
-8.456637,3.0011785,1.8383995
0.41109585,-0.73025433,1.1501303
0.70912378,-1.2097193,-3.07E-02
0.33271061,-0.51013183,1.5585095
0.54440403,-1.5305124,0.29947156
0.66291583,-0.85450904,0.90149129
-0.11950694,0.73303908,3.153474
0.1968313,-1.1588594,0.99664647
-1.2548543,4.5880363,3.0073848
0.57743752,-1.6162304,3.86E-02
0.78485799,-1.2668829,-6.84E-02
-0.84894475,1.275218,-1.7820497
0.54993261,-1.0890679,0.65420698
0.4643928,-0.5259562,0.97306993
0.22392594,-1.8932496,-7.25E-03
0.20606962,0.22430498,2.25548
-1.3573705,0.5573903,-1.8770054
-0.33286199,0.57541212,3.1200004
0.82911439,-1.4990955,-0.33002045
0.26574527,6.79E-03,0.78572029
0.21624746,-0.38591359,1.8001423
0.83622746,-1.4899747,-0.13443149
0.29001545,-1.1065192,1.0044215
0.23459647,-1.5025342,0.65171537
0.60915448,-0.96212112,0.58039442
-0.13302899,0.28553527,2.7479349
0.39409771,-1.6250585,-1.35E-02
0.64209323,-1.393913,2.43E-02
0.15612155,-1.5547856,0.54266688
0.17231014,-0.26017816,1.9805313
0.5984587,-1.1001172,0.403686
0.21475226,1.61E-02,2.1126169
0.53392068,-0.98415758,0.81753348
-0.72556292,0.41073551,-1.6467814
-2.6462131,4.604285,3.5220189
0.24361592,-1.6386919,0.40119119
0.62812067,-1.4504183,0.17516646
0.70334397,-1.5867347,-0.31700591
-5.88E-02,3.7115878,1.564883
0.41815543,-0.51261541,1.186867
-6.6966937,0.33936236,0.6893787
0.1501202,0.13094696,1.1165188
0.66386747,-1.6888743,-0.11940033
0.45593795,-0.44827458,1.2026328
0.47057724,-1.5987254,0.23878697
0.64886843,-1.409076,-0.11009894
0.77640233,-1.4084365,-0.26416216
-0.35374328,3.6160175,1.4776313
0.58767676,-1.3158795,0.30595615
0.13008076,-2.49E-02,2.2571374
0.55950192,-1.6616823,0.15112073
0.29435685,-1.20E-02,1.9771503
-6.3606999,3.9243489,3.151768
0.21131769,0.25447132,2.410468
0.53504566,-1.5130931,0.37088266
-3.42E-02,2.88E-02,2.4087359
0.23689734,-1.2840465,0.8089919
0.4166032,-1.3658985,0.59616703
0.74319622,-1.525782,-0.17442846
-1.7749561,4.1392786,2.5525602
-2.5620207,4.4561914,3.1660673
